"","N","Código","Municipio","Mesorregião","Ano","Data","Precipitação mensal (mm)","M","Mes"
"297",297,"83384","Arinos","Noroeste de Minas",2012,2012-07-31,0,"07","Jul"
"298",298,"83384","Arinos","Noroeste de Minas",2012,2012-08-31,0,"08","Ago"
"299",299,"83384","Arinos","Noroeste de Minas",2012,2012-09-30,2,"09","Set"
"300",300,"83384","Arinos","Noroeste de Minas",2012,2012-10-31,7.2,"10","Out"
"301",301,"83384","Arinos","Noroeste de Minas",2012,2012-11-30,282.6,"11","Nov"
"302",302,"83384","Arinos","Noroeste de Minas",2012,2012-12-31,32.2,"12","Dez"
"303",303,"83384","Arinos","Noroeste de Minas",2013,2013-01-31,292.7,"01","Jan"
"304",304,"83384","Arinos","Noroeste de Minas",2013,2013-02-28,86.5,"02","Fev"
"305",305,"83384","Arinos","Noroeste de Minas",2013,2013-03-31,209.9,"03","Mar"
"306",306,"83384","Arinos","Noroeste de Minas",2013,2013-04-30,48.6,"04","Abr"
"307",307,"83384","Arinos","Noroeste de Minas",2013,2013-05-31,11.4,"05","Mai"
"308",308,"83384","Arinos","Noroeste de Minas",2013,2013-06-30,26.7,"06","Jun"
"309",309,"83384","Arinos","Noroeste de Minas",2013,2013-07-31,2.4,"07","Jul"
"310",310,"83384","Arinos","Noroeste de Minas",2013,2013-08-31,0,"08","Ago"
"311",311,"83384","Arinos","Noroeste de Minas",2013,2013-09-30,20.3,"09","Set"
"312",312,"83384","Arinos","Noroeste de Minas",2013,2013-10-31,62.1,"10","Out"
"313",313,"83384","Arinos","Noroeste de Minas",2013,2013-11-30,87.5,"11","Nov"
"314",314,"83384","Arinos","Noroeste de Minas",2013,2013-12-31,402.7,"12","Dez"
"315",315,"83384","Arinos","Noroeste de Minas",2014,2014-01-31,67.1,"01","Jan"
"316",316,"83384","Arinos","Noroeste de Minas",2014,2014-02-28,53.6,"02","Fev"
"317",317,"83384","Arinos","Noroeste de Minas",2014,2014-03-31,107.4,"03","Mar"
"318",318,"83384","Arinos","Noroeste de Minas",2014,2014-04-30,26.6,"04","Abr"
"319",319,"83384","Arinos","Noroeste de Minas",2014,2014-05-31,0,"05","Mai"
"320",320,"83384","Arinos","Noroeste de Minas",2014,2014-06-30,7,"06","Jun"
"321",321,"83384","Arinos","Noroeste de Minas",2014,2014-07-31,0,"07","Jul"
"322",322,"83384","Arinos","Noroeste de Minas",2014,2014-08-31,0,"08","Ago"
"323",323,"83384","Arinos","Noroeste de Minas",2014,2014-09-30,0,"09","Set"
"324",324,"83384","Arinos","Noroeste de Minas",2014,2014-10-31,17.8,"10","Out"
"325",325,"83384","Arinos","Noroeste de Minas",2014,2014-11-30,94.4,"11","Nov"
"326",326,"83384","Arinos","Noroeste de Minas",2014,2014-12-31,334.2,"12","Dez"
"327",327,"83384","Arinos","Noroeste de Minas",2015,2015-01-31,12.3,"01","Jan"
"328",328,"83384","Arinos","Noroeste de Minas",2015,2015-02-28,157,"02","Fev"
"329",329,"83384","Arinos","Noroeste de Minas",2015,2015-03-31,104.9,"03","Mar"
"330",330,"83384","Arinos","Noroeste de Minas",2015,2015-04-30,46.1,"04","Abr"
"331",331,"83384","Arinos","Noroeste de Minas",2015,2015-05-31,3.8,"05","Mai"
"332",332,"83384","Arinos","Noroeste de Minas",2015,2015-06-30,0,"06","Jun"
"333",333,"83384","Arinos","Noroeste de Minas",2015,2015-07-31,0,"07","Jul"
"334",334,"83384","Arinos","Noroeste de Minas",2015,2015-08-31,0,"08","Ago"
"335",335,"83384","Arinos","Noroeste de Minas",2015,2015-09-30,2.7,"09","Set"
"336",336,"83384","Arinos","Noroeste de Minas",2015,2015-10-31,51.4,"10","Out"
"337",337,"83384","Arinos","Noroeste de Minas",2015,2015-11-30,167.9,"11","Nov"
"338",338,"83384","Arinos","Noroeste de Minas",2015,2015-12-31,45.4,"12","Dez"
"339",339,"83384","Arinos","Noroeste de Minas",2016,2016-01-31,452.7,"01","Jan"
"340",340,"83384","Arinos","Noroeste de Minas",2016,2016-02-29,49.9,"02","Fev"
"341",341,"83384","Arinos","Noroeste de Minas",2016,2016-03-31,158.3,"03","Mar"
"342",342,"83384","Arinos","Noroeste de Minas",2016,2016-04-30,8.5,"04","Abr"
"343",343,"83384","Arinos","Noroeste de Minas",2016,2016-05-31,0,"05","Mai"
"344",344,"83384","Arinos","Noroeste de Minas",2016,2016-06-30,4.9,"06","Jun"
"345",345,"83384","Arinos","Noroeste de Minas",2016,2016-07-31,0,"07","Jul"
"346",346,"83384","Arinos","Noroeste de Minas",2016,2016-08-31,8.1,"08","Ago"
"347",347,"83384","Arinos","Noroeste de Minas",2016,2016-09-30,4.7,"09","Set"
"348",348,"83384","Arinos","Noroeste de Minas",2016,2016-10-31,206.6,"10","Out"
"349",349,"83384","Arinos","Noroeste de Minas",2016,2016-11-30,159.2,"11","Nov"
"350",350,"83384","Arinos","Noroeste de Minas",2016,2016-12-31,86.3,"12","Dez"
"351",351,"83384","Arinos","Noroeste de Minas",2017,2017-01-31,170,"01","Jan"
"352",352,"83384","Arinos","Noroeste de Minas",2017,2017-02-28,162.9,"02","Fev"
"353",353,"83384","Arinos","Noroeste de Minas",2017,2017-03-31,87.7,"03","Mar"
"354",354,"83384","Arinos","Noroeste de Minas",2017,2017-04-30,1.3,"04","Abr"
"355",355,"83384","Arinos","Noroeste de Minas",2017,2017-05-31,22.8,"05","Mai"
"356",356,"83384","Arinos","Noroeste de Minas",2017,2017-06-30,0,"06","Jun"
"357",357,"83384","Arinos","Noroeste de Minas",2017,2017-07-31,0,"07","Jul"
"358",358,"83384","Arinos","Noroeste de Minas",2017,2017-08-31,0,"08","Ago"
"359",359,"83384","Arinos","Noroeste de Minas",2017,2017-09-30,0,"09","Set"
"360",360,"83384","Arinos","Noroeste de Minas",2017,2017-10-31,18.8,"10","Out"
"361",361,"83384","Arinos","Noroeste de Minas",2017,2017-11-30,158.7,"11","Nov"
"362",362,"83384","Arinos","Noroeste de Minas",2017,2017-12-31,223.7,"12","Dez"
"363",363,"83384","Arinos","Noroeste de Minas",2018,2018-01-31,67.3,"01","Jan"
"364",364,"83384","Arinos","Noroeste de Minas",2018,2018-02-28,165.7,"02","Fev"
"365",365,"83384","Arinos","Noroeste de Minas",2018,2018-03-31,175.9,"03","Mar"
"366",366,"83384","Arinos","Noroeste de Minas",2018,2018-04-30,42,"04","Abr"
"367",367,"83384","Arinos","Noroeste de Minas",2018,2018-05-31,6.9,"05","Mai"
"368",368,"83384","Arinos","Noroeste de Minas",2018,2018-06-30,0,"06","Jun"
"369",369,"83384","Arinos","Noroeste de Minas",2018,2018-07-31,0,"07","Jul"
"370",370,"83384","Arinos","Noroeste de Minas",2018,2018-08-31,7.6,"08","Ago"
"371",371,"83384","Arinos","Noroeste de Minas",2018,2018-09-30,6.1,"09","Set"
"372",372,"83384","Arinos","Noroeste de Minas",2018,2018-10-31,42.2,"10","Out"
"373",373,"83384","Arinos","Noroeste de Minas",2018,2018-11-30,200.7,"11","Nov"
"374",374,"83384","Arinos","Noroeste de Minas",2018,2018-12-31,163.6,"12","Dez"
"375",375,"83384","Arinos","Noroeste de Minas",2019,2019-01-31,47.7,"01","Jan"
"376",376,"83384","Arinos","Noroeste de Minas",2019,2019-02-28,220.9,"02","Fev"
"377",377,"83384","Arinos","Noroeste de Minas",2019,2019-03-31,214.3,"03","Mar"
"378",378,"83384","Arinos","Noroeste de Minas",2019,2019-04-30,157.8,"04","Abr"
"379",379,"83384","Arinos","Noroeste de Minas",2019,2019-05-31,64.3,"05","Mai"
"380",380,"83384","Arinos","Noroeste de Minas",2019,2019-06-30,0,"06","Jun"
"381",381,"83384","Arinos","Noroeste de Minas",2019,2019-07-31,0,"07","Jul"
"382",382,"83384","Arinos","Noroeste de Minas",2019,2019-08-31,0,"08","Ago"
"383",383,"83384","Arinos","Noroeste de Minas",2019,2019-09-30,0.4,"09","Set"
"384",384,"83384","Arinos","Noroeste de Minas",2019,2019-10-31,8.5,"10","Out"
"385",385,"83384","Arinos","Noroeste de Minas",2019,2019-11-30,197.3,"11","Nov"
"386",386,"83384","Arinos","Noroeste de Minas",2019,2019-12-31,76.9,"12","Dez"
"387",387,"83384","Arinos","Noroeste de Minas",2020,2020-01-31,195.2,"01","Jan"
"388",388,"83384","Arinos","Noroeste de Minas",2020,2020-02-29,153,"02","Fev"
"389",389,"83384","Arinos","Noroeste de Minas",2020,2020-03-31,296.1,"03","Mar"
"390",390,"83384","Arinos","Noroeste de Minas",2020,2020-04-30,319.7,"04","Abr"
"391",391,"83384","Arinos","Noroeste de Minas",2020,2020-05-31,NA,"05","Mai"
"392",392,"83384","Arinos","Noroeste de Minas",2020,2020-06-30,0,"06","Jun"
"393",393,"83384","Arinos","Noroeste de Minas",2020,2020-07-31,0,"07","Jul"
"394",394,"83384","Arinos","Noroeste de Minas",2020,2020-08-31,0,"08","Ago"
"395",395,"83384","Arinos","Noroeste de Minas",2020,2020-09-30,4.8,"09","Set"
"396",396,"83384","Arinos","Noroeste de Minas",2020,2020-10-31,136.5,"10","Out"
"397",397,"83384","Arinos","Noroeste de Minas",2020,2020-11-30,NA,"11","Nov"
"398",398,"83384","Arinos","Noroeste de Minas",2020,2020-12-31,198.1,"12","Dez"
"399",399,"83384","Arinos","Noroeste de Minas",2021,2021-01-31,56.3,"01","Jan"
"400",400,"83384","Arinos","Noroeste de Minas",2021,2021-02-28,217.2,"02","Fev"
"401",401,"83384","Arinos","Noroeste de Minas",2021,2021-03-31,37.3,"03","Mar"
"402",402,"83384","Arinos","Noroeste de Minas",2021,2021-04-30,58.3,"04","Abr"
"403",403,"83384","Arinos","Noroeste de Minas",2021,2021-05-31,0,"05","Mai"
"404",404,"83384","Arinos","Noroeste de Minas",2021,2021-06-30,5.3,"06","Jun"
"405",405,"83384","Arinos","Noroeste de Minas",2021,2021-07-31,0,"07","Jul"
"406",406,"83384","Arinos","Noroeste de Minas",2021,2021-08-31,0,"08","Ago"
"407",407,"83384","Arinos","Noroeste de Minas",2021,2021-09-30,0.9,"09","Set"
"408",408,"83384","Arinos","Noroeste de Minas",2021,2021-10-31,163.7,"10","Out"
"409",409,"83384","Arinos","Noroeste de Minas",2021,2021-11-30,226.6,"11","Nov"
"410",410,"83384","Arinos","Noroeste de Minas",2021,2021-12-31,368.2,"12","Dez"
"411",411,"83384","Arinos","Noroeste de Minas",2022,2022-01-31,235.4,"01","Jan"
"412",412,"83384","Arinos","Noroeste de Minas",2022,2022-02-28,269,"02","Fev"
"413",413,"83384","Arinos","Noroeste de Minas",2022,2022-03-31,30.3,"03","Mar"
"414",414,"83384","Arinos","Noroeste de Minas",2022,2022-04-30,20.7,"04","Abr"
"415",415,"83384","Arinos","Noroeste de Minas",2022,2022-05-31,4.2,"05","Mai"
"416",416,"83384","Arinos","Noroeste de Minas",2022,2022-06-30,0,"06","Jun"
"417",417,"83384","Arinos","Noroeste de Minas",2022,2022-07-31,0,"07","Jul"
"418",418,"83384","Arinos","Noroeste de Minas",2022,2022-08-31,0,"08","Ago"
"419",419,"83384","Arinos","Noroeste de Minas",2022,2022-09-30,24.2,"09","Set"
"420",420,"83384","Arinos","Noroeste de Minas",2022,2022-10-31,37.4,"10","Out"
"421",421,"83384","Arinos","Noroeste de Minas",2022,2022-11-30,177.6,"11","Nov"
"422",422,"83384","Arinos","Noroeste de Minas",2022,2022-12-31,327.5,"12","Dez"
"423",423,"83384","Arinos","Noroeste de Minas",2023,2023-01-31,130,"01","Jan"
"424",424,"83384","Arinos","Noroeste de Minas",2023,2023-02-28,82.6,"02","Fev"
"425",425,"83384","Arinos","Noroeste de Minas",2023,2023-03-31,73.7,"03","Mar"
"426",426,"83384","Arinos","Noroeste de Minas",2023,2023-04-30,42.7,"04","Abr"
"427",427,"83384","Arinos","Noroeste de Minas",2023,2023-05-31,4,"05","Mai"
"428",428,"83384","Arinos","Noroeste de Minas",2023,2023-06-30,0,"06","Jun"
"429",429,"83384","Arinos","Noroeste de Minas",2023,2023-07-31,0,"07","Jul"
"430",430,"83384","Arinos","Noroeste de Minas",2023,2023-08-31,16.4,"08","Ago"
"431",431,"83384","Arinos","Noroeste de Minas",2023,2023-09-30,70,"09","Set"
"432",432,"83384","Arinos","Noroeste de Minas",2023,2023-10-31,105.3,"10","Out"
"433",433,"83384","Arinos","Noroeste de Minas",2023,2023-11-30,45.9,"11","Nov"
"434",434,"83386","Januária","Norte de Minas",2012,2012-01-31,128.3,"01","Jan"
"435",435,"83386","Januária","Norte de Minas",2012,2012-02-29,21.5,"02","Fev"
"436",436,"83386","Januária","Norte de Minas",2012,2012-03-31,54.7,"03","Mar"
"437",437,"83386","Januária","Norte de Minas",2012,2012-04-30,0.2,"04","Abr"
"438",438,"83386","Januária","Norte de Minas",2012,2012-05-31,24.6,"05","Mai"
"439",439,"83386","Januária","Norte de Minas",2012,2012-06-30,0,"06","Jun"
"440",440,"83386","Januária","Norte de Minas",2012,2012-07-31,0,"07","Jul"
"441",441,"83386","Januária","Norte de Minas",2012,2012-08-31,0,"08","Ago"
"442",442,"83386","Januária","Norte de Minas",2012,2012-09-30,0,"09","Set"
"443",443,"83386","Januária","Norte de Minas",2012,2012-10-31,1.1,"10","Out"
"444",444,"83386","Januária","Norte de Minas",2012,2012-11-30,468,"11","Nov"
"445",445,"83386","Januária","Norte de Minas",2012,2012-12-31,23.9,"12","Dez"
"446",446,"83386","Januária","Norte de Minas",2013,2013-01-31,307.2,"01","Jan"
"447",447,"83386","Januária","Norte de Minas",2013,2013-02-28,25.5,"02","Fev"
"448",448,"83386","Januária","Norte de Minas",2013,2013-03-31,148,"03","Mar"
"449",449,"83386","Januária","Norte de Minas",2013,2013-04-30,124.4,"04","Abr"
"450",450,"83386","Januária","Norte de Minas",2013,2013-05-31,0.6,"05","Mai"
"451",451,"83386","Januária","Norte de Minas",2013,2013-06-30,0.2,"06","Jun"
"452",452,"83386","Januária","Norte de Minas",2013,2013-07-31,0,"07","Jul"
"453",453,"83386","Januária","Norte de Minas",2013,2013-08-31,0,"08","Ago"
"454",454,"83386","Januária","Norte de Minas",2013,2013-09-30,5.4,"09","Set"
"455",455,"83386","Januária","Norte de Minas",2013,2013-10-31,71.2,"10","Out"
"456",456,"83386","Januária","Norte de Minas",2013,2013-11-30,129.4,"11","Nov"
"457",457,"83386","Januária","Norte de Minas",2013,2013-12-31,296.5,"12","Dez"
"458",458,"83386","Januária","Norte de Minas",2014,2014-01-31,50.1,"01","Jan"
"459",459,"83386","Januária","Norte de Minas",2014,2014-02-28,25.3,"02","Fev"
"460",460,"83386","Januária","Norte de Minas",2014,2014-03-31,49.7,"03","Mar"
"461",461,"83386","Januária","Norte de Minas",2014,2014-04-30,5.3,"04","Abr"
"462",462,"83386","Januária","Norte de Minas",2014,2014-05-31,13.7,"05","Mai"
"463",463,"83386","Januária","Norte de Minas",2014,2014-06-30,0,"06","Jun"
"464",464,"83386","Januária","Norte de Minas",2014,2014-07-31,0,"07","Jul"
"465",465,"83386","Januária","Norte de Minas",2014,2014-08-31,0,"08","Ago"
"466",466,"83386","Januária","Norte de Minas",2014,2014-09-30,4,"09","Set"
"467",467,"83386","Januária","Norte de Minas",2014,2014-10-31,55.7,"10","Out"
"468",468,"83386","Januária","Norte de Minas",2014,2014-11-30,190.8,"11","Nov"
"469",469,"83386","Januária","Norte de Minas",2014,2014-12-31,210.5,"12","Dez"
"470",470,"83386","Januária","Norte de Minas",2015,2015-01-31,20.7,"01","Jan"
"471",471,"83386","Januária","Norte de Minas",2015,2015-02-28,275.1,"02","Fev"
"472",472,"83386","Januária","Norte de Minas",2015,2015-03-31,56.7,"03","Mar"
"473",473,"83386","Januária","Norte de Minas",2015,2015-04-30,25.8,"04","Abr"
"474",474,"83386","Januária","Norte de Minas",2015,2015-05-31,19,"05","Mai"
"475",475,"83386","Januária","Norte de Minas",2015,2015-06-30,0,"06","Jun"
"476",476,"83386","Januária","Norte de Minas",2015,2015-07-31,0.2,"07","Jul"
"477",477,"83386","Januária","Norte de Minas",2015,2015-08-31,0,"08","Ago"
"478",478,"83386","Januária","Norte de Minas",2015,2015-09-30,0,"09","Set"
"479",479,"83386","Januária","Norte de Minas",2015,2015-10-31,9.2,"10","Out"
"480",480,"83386","Januária","Norte de Minas",2015,2015-11-30,172.7,"11","Nov"
"481",481,"83386","Januária","Norte de Minas",2015,2015-12-31,51.2,"12","Dez"
"482",482,"83386","Januária","Norte de Minas",2016,2016-01-31,456.5,"01","Jan"
"483",483,"83386","Januária","Norte de Minas",2016,2016-02-29,8.9,"02","Fev"
"484",484,"83386","Januária","Norte de Minas",2016,2016-03-31,74.8,"03","Mar"
"485",485,"83386","Januária","Norte de Minas",2016,2016-04-30,3,"04","Abr"
"486",486,"83386","Januária","Norte de Minas",2016,2016-05-31,0,"05","Mai"
"487",487,"83386","Januária","Norte de Minas",2016,2016-06-30,0,"06","Jun"
"488",488,"83386","Januária","Norte de Minas",2016,2016-07-31,0,"07","Jul"
"489",489,"83386","Januária","Norte de Minas",2016,2016-08-31,2.4,"08","Ago"
"490",490,"83386","Januária","Norte de Minas",2016,2016-09-30,0,"09","Set"
"491",491,"83386","Januária","Norte de Minas",2016,2016-10-31,83.7,"10","Out"
"492",492,"83386","Januária","Norte de Minas",2016,2016-11-30,232.8,"11","Nov"
"493",493,"83386","Januária","Norte de Minas",2016,2016-12-31,128.6,"12","Dez"
"494",494,"83386","Januária","Norte de Minas",2017,2017-01-31,20.1,"01","Jan"
"495",495,"83386","Januária","Norte de Minas",2017,2017-02-28,94.7,"02","Fev"
"496",496,"83386","Januária","Norte de Minas",2017,2017-03-31,96.3,"03","Mar"
"497",497,"83386","Januária","Norte de Minas",2017,2017-04-30,1.8,"04","Abr"
"498",498,"83386","Januária","Norte de Minas",2017,2017-05-31,20.6,"05","Mai"
"499",499,"83386","Januária","Norte de Minas",2017,2017-06-30,0,"06","Jun"
"500",500,"83386","Januária","Norte de Minas",2017,2017-07-31,0.3,"07","Jul"
"501",501,"83386","Januária","Norte de Minas",2017,2017-08-31,0,"08","Ago"
"502",502,"83386","Januária","Norte de Minas",2017,2017-09-30,0,"09","Set"
"503",503,"83386","Januária","Norte de Minas",2017,2017-10-31,29.5,"10","Out"
"504",504,"83386","Januária","Norte de Minas",2017,2017-11-30,173.9,"11","Nov"
"505",505,"83386","Januária","Norte de Minas",2017,2017-12-31,248.8,"12","Dez"
"506",506,"83386","Januária","Norte de Minas",2018,2018-01-31,60.4,"01","Jan"
"507",507,"83386","Januária","Norte de Minas",2018,2018-02-28,362.5,"02","Fev"
"508",508,"83386","Januária","Norte de Minas",2018,2018-03-31,128.7,"03","Mar"
"509",509,"83386","Januária","Norte de Minas",2018,2018-04-30,10.9,"04","Abr"
"510",510,"83386","Januária","Norte de Minas",2018,2018-05-31,0,"05","Mai"
"511",511,"83386","Januária","Norte de Minas",2018,2018-06-30,0,"06","Jun"
"512",512,"83386","Januária","Norte de Minas",2018,2018-07-31,0,"07","Jul"
"513",513,"83386","Januária","Norte de Minas",2018,2018-08-31,0.3,"08","Ago"
"514",514,"83386","Januária","Norte de Minas",2018,2018-09-30,10.5,"09","Set"
"515",515,"83386","Januária","Norte de Minas",2018,2018-10-31,32,"10","Out"
"516",516,"83386","Januária","Norte de Minas",2018,2018-11-30,136.3,"11","Nov"
"517",517,"83386","Januária","Norte de Minas",2018,2018-12-31,134.3,"12","Dez"
"518",518,"83386","Januária","Norte de Minas",2019,2019-01-31,56.3,"01","Jan"
"519",519,"83386","Januária","Norte de Minas",2019,2019-02-28,106.5,"02","Fev"
"520",520,"83386","Januária","Norte de Minas",2019,2019-03-31,173.8,"03","Mar"
"521",521,"83386","Januária","Norte de Minas",2019,2019-04-30,48.6,"04","Abr"
"522",522,"83386","Januária","Norte de Minas",2019,2019-05-31,0.7,"05","Mai"
"523",523,"83386","Januária","Norte de Minas",2019,2019-06-30,0.1,"06","Jun"
"524",524,"83386","Januária","Norte de Minas",2019,2019-07-31,1.8,"07","Jul"
"525",525,"83386","Januária","Norte de Minas",2019,2019-08-31,0,"08","Ago"
"526",526,"83386","Januária","Norte de Minas",2019,2019-09-30,0,"09","Set"
"527",527,"83386","Januária","Norte de Minas",2019,2019-10-31,38,"10","Out"
"528",528,"83386","Januária","Norte de Minas",2019,2019-11-30,47,"11","Nov"
"529",529,"83386","Januária","Norte de Minas",2019,2019-12-31,96.3,"12","Dez"
"530",530,"83386","Januária","Norte de Minas",2020,2020-01-31,325.5,"01","Jan"
"531",531,"83386","Januária","Norte de Minas",2020,2020-02-29,152.9,"02","Fev"
"532",532,"83386","Januária","Norte de Minas",2020,2020-03-31,263,"03","Mar"
"533",533,"83386","Januária","Norte de Minas",2020,2020-04-30,15.2,"04","Abr"
"534",534,"83386","Januária","Norte de Minas",2020,2020-05-31,NA,"05","Mai"
"535",535,"83386","Januária","Norte de Minas",2020,2020-06-30,0,"06","Jun"
"536",536,"83386","Januária","Norte de Minas",2020,2020-07-31,0,"07","Jul"
"537",537,"83386","Januária","Norte de Minas",2020,2020-08-31,0,"08","Ago"
"538",538,"83386","Januária","Norte de Minas",2020,2020-09-30,0,"09","Set"
"539",539,"83386","Januária","Norte de Minas",2020,2020-10-31,104.5,"10","Out"
"540",540,"83386","Januária","Norte de Minas",2020,2020-11-30,NA,"11","Nov"
"541",541,"83386","Januária","Norte de Minas",2020,2020-12-31,70.1,"12","Dez"
"542",542,"83386","Januária","Norte de Minas",2021,2021-01-31,62.5,"01","Jan"
"543",543,"83386","Januária","Norte de Minas",2021,2021-02-28,237.4,"02","Fev"
"544",544,"83386","Januária","Norte de Minas",2021,2021-03-31,9.6,"03","Mar"
"545",545,"83386","Januária","Norte de Minas",2021,2021-04-30,24.8,"04","Abr"
"546",546,"83386","Januária","Norte de Minas",2021,2021-05-31,0,"05","Mai"
"547",547,"83386","Januária","Norte de Minas",2021,2021-06-30,0,"06","Jun"
"548",548,"83386","Januária","Norte de Minas",2021,2021-07-31,0,"07","Jul"
"549",549,"83386","Januária","Norte de Minas",2021,2021-08-31,0,"08","Ago"
"550",550,"83386","Januária","Norte de Minas",2021,2021-09-30,3.1,"09","Set"
"551",551,"83386","Januária","Norte de Minas",2021,2021-10-31,124.3,"10","Out"
"552",552,"83386","Januária","Norte de Minas",2021,2021-11-30,324.7,"11","Nov"
"553",553,"83386","Januária","Norte de Minas",2021,2021-12-31,380.6,"12","Dez"
"554",554,"83386","Januária","Norte de Minas",2022,2022-01-31,175.4,"01","Jan"
"555",555,"83386","Januária","Norte de Minas",2022,2022-02-28,136.3,"02","Fev"
"556",556,"83386","Januária","Norte de Minas",2022,2022-03-31,0.3,"03","Mar"
"557",557,"83386","Januária","Norte de Minas",2022,2022-04-30,18.1,"04","Abr"
"558",558,"83386","Januária","Norte de Minas",2022,2022-05-31,0,"05","Mai"
"559",559,"83386","Januária","Norte de Minas",2022,2022-06-30,0,"06","Jun"
"560",560,"83386","Januária","Norte de Minas",2022,2022-07-31,0,"07","Jul"
